ลำดับที่,จังหวัด,อำเภอ,ประเภท,ชื่อ
1135,ชัยภูมิ,เมืองชัยภูมิ,องค์การบริหารส่วนตำบล,ห้วยบง
1136,ชัยภูมิ,หนองบัวแดง,องค์การบริหารส่วนตำบล,กุดชุมแสง
1137,ชัยภูมิ,หนองบัวแดง,องค์การบริหารส่วนตำบล,คูเมือง
1138,ชัยภูมิ,หนองบัวแดง,องค์การบริหารส่วนตำบล,ถ้ำวัวแดง
1139,ชัยภูมิ,หนองบัวแดง,องค์การบริหารส่วนตำบล,นางแดด
1140,ชัยภูมิ,หนองบัวแดง,องค์การบริหารส่วนตำบล,วังชมภู
1141,ชัยภูมิ,หนองบัวแดง,องค์การบริหารส่วนตำบล,หนองแวง
1142,ชัยภูมิ,หนองบัวระเหว,องค์การบริหารส่วนตำบล,โสกปลาดุก
1143,ชุมพร,เมืองชุมพร,องค์การบริหารส่วนจังหวัด,ชุมพร
1144,ชุมพร,เมืองชุมพร,เทศบาลเมือง,ชุมพร
1145,ชุมพร,เมืองชุมพร,เทศบาลเมือง,ท่ายาง
1146,ชุมพร,หลังสวน,เทศบาลเมือง,หลังสวน
1147,ชุมพร,ท่าแซะ,เทศบาลตำบล,ท่าแซะ
1148,ชุมพร,ท่าแซะ,เทศบาลตำบล,เนินสันติ
1149,ชุมพร,ทุ่งตะโก,เทศบาลตำบล,ทุ่งตะไคร
1150,ชุมพร,ทุ่งตะโก,เทศบาลตำบล,ปากตะโก
1151,ชุมพร,ปะทิว,เทศบาลตำบล,ชุมโค
1152,ชุมพร,ปะทิว,เทศบาลตำบล,ทะเลทรัพย์
1153,ชุมพร,ปะทิว,เทศบาลตำบล,บางสน
1154,ชุมพร,ปะทิว,เทศบาลตำบล,ปะทิว
1155,ชุมพร,ปะทิว,เทศบาลตำบล,มาบอำมฤต
1156,ชุมพร,ปะทิว,เทศบาลตำบล,สะพลี
1157,ชุมพร,พะโต๊ะ,เทศบาลตำบล,พะโต๊ะ
1158,ชุมพร,เมืองชุมพร,เทศบาลตำบล,ขุนกระทิง
1159,ชุมพร,เมืองชุมพร,เทศบาลตำบล,นาชะอัง
1160,ชุมพร,เมืองชุมพร,เทศบาลตำบล,บางลึก
1161,ชุมพร,เมืองชุมพร,เทศบาลตำบล,บางหมาก
1162,ชุมพร,เมืองชุมพร,เทศบาลตำบล,ปากน้ำ
1163,ชุมพร,เมืองชุมพร,เทศบาลตำบล,ปากน้ำชุมพร
1164,ชุมพร,เมืองชุมพร,เทศบาลตำบล,วังไผ่
1165,ชุมพร,เมืองชุมพร,เทศบาลตำบล,วังใหม่
1166,ชุมพร,เมืองชุมพร,เทศบาลตำบล,หาดทรายรี
1167,ชุมพร,ละแม,เทศบาลตำบล,ละแม
1168,ชุมพร,สวี,เทศบาลตำบล,เขาทะลุ
1169,ชุมพร,สวี,เทศบาลตำบล,นาโพธิ์
1170,ชุมพร,สวี,เทศบาลตำบล,นาโพธิ์พัฒนา
1171,ชุมพร,หลังสวน,เทศบาลตำบล,ท่ามะพลา
1172,ชุมพร,หลังสวน,เทศบาลตำบล,ปากน้ำหลังสวน
1173,ชุมพร,หลังสวน,เทศบาลตำบล,วังตะกอ
1174,ชุมพร,ท่าแซะ,องค์การบริหารส่วนตำบล,คุริง
1175,ชุมพร,ท่าแซะ,องค์การบริหารส่วนตำบล,ทรัพย์อนันต์
1176,ชุมพร,ท่าแซะ,องค์การบริหารส่วนตำบล,ท่าข้าม
1177,ชุมพร,ท่าแซะ,องค์การบริหารส่วนตำบล,ท่าแซะ
1178,ชุมพร,ท่าแซะ,องค์การบริหารส่วนตำบล,นากระตาม
1179,ชุมพร,ท่าแซะ,องค์การบริหารส่วนตำบล,รับร่อ
1180,ชุมพร,ท่าแซะ,องค์การบริหารส่วนตำบล,สลุย
1181,ชุมพร,ท่าแซะ,องค์การบริหารส่วนตำบล,สองพี่น้อง
1182,ชุมพร,ท่าแซะ,องค์การบริหารส่วนตำบล,หงษ์เจริญ
1183,ชุมพร,ท่าแซะ,องค์การบริหารส่วนตำบล,หินแก้ว
1184,ชุมพร,ทุ่งตะโก,องค์การบริหารส่วนตำบล,ช่องไม้แก้ว
1185,ชุมพร,ทุ่งตะโก,องค์การบริหารส่วนตำบล,ตะโก
1186,ชุมพร,ปะทิว,องค์การบริหารส่วนตำบล,เขาไชยราช
1187,ชุมพร,ปะทิว,องค์การบริหารส่วนตำบล,ดอนยาง
1188,ชุมพร,ปะทิว,องค์การบริหารส่วนตำบล,ปากคลอง
1189,ชุมพร,ปะทิว,องค์การบริหารส่วนตำบล,สะพลี
1190,ชุมพร,พะโต๊ะ,องค์การบริหารส่วนตำบล,ปังหวาน
1191,ชุมพร,พะโต๊ะ,องค์การบริหารส่วนตำบล,ปากทรง
1192,ชุมพร,พะโต๊ะ,องค์การบริหารส่วนตำบล,พระรักษ์
1193,ชุมพร,พะโต๊ะ,องค์การบริหารส่วนตำบล,พะโต๊ะ
1194,ชุมพร,เมืองชุมพร,องค์การบริหารส่วนตำบล,ตากแดด
1195,ชุมพร,เมืองชุมพร,องค์การบริหารส่วนตำบล,ถ้ำสิงห์
1196,ชุมพร,เมืองชุมพร,องค์การบริหารส่วนตำบล,ทุ่งคา
1197,ชุมพร,เมืองชุมพร,องค์การบริหารส่วนตำบล,นาทุ่ง
1198,ชุมพร,เมืองชุมพร,องค์การบริหารส่วนตำบล,บ้านนา
1199,ชุมพร,เมืองชุมพร,องค์การบริหารส่วนตำบล,วังไผ่
1200,ชุมพร,เมืองชุมพร,องค์การบริหารส่วนตำบล,วิสัยเหนือ
1201,ชุมพร,เมืองชุมพร,องค์การบริหารส่วนตำบล,หาดพันไกร
1202,ชุมพร,ละแม,องค์การบริหารส่วนตำบล,ทุ่งคาวัด
1203,ชุมพร,ละแม,องค์การบริหารส่วนตำบล,ทุ่งหลวง
1204,ชุมพร,ละแม,องค์การบริหารส่วนตำบล,ละแม
1205,ชุมพร,ละแม,องค์การบริหารส่วนตำบล,สวนแตง
1206,ชุมพร,สวี,องค์การบริหารส่วนตำบล,เขาค่าย
1207,ชุมพร,สวี,องค์การบริหารส่วนตำบล,ครน
1208,ชุมพร,สวี,องค์การบริหารส่วนตำบล,ด่านสวี
1209,ชุมพร,สวี,องค์การบริหารส่วนตำบล,ท่าหิน
1210,ชุมพร,สวี,องค์การบริหารส่วนตำบล,ทุ่งระยะ
1211,ชุมพร,สวี,องค์การบริหารส่วนตำบล,นาสัก
1212,ชุมพร,สวี,องค์การบริหารส่วนตำบล,วิสัยใต้
1213,ชุมพร,สวี,องค์การบริหารส่วนตำบล,สวี
1214,ชุมพร,หลังสวน,องค์การบริหารส่วนตำบล,นาขา
1215,ชุมพร,หลังสวน,องค์การบริหารส่วนตำบล,นาพญา
1216,ชุมพร,หลังสวน,องค์การบริหารส่วนตำบล,บางน้ำจืด
1217,ชุมพร,หลังสวน,องค์การบริหารส่วนตำบล,บางมะพร้าว
1218,ชุมพร,หลังสวน,องค์การบริหารส่วนตำบล,บ้านควน
1219,ชุมพร,หลังสวน,องค์การบริหารส่วนตำบล,พ้อแดง
1220,ชุมพร,หลังสวน,องค์การบริหารส่วนตำบล,หาดยาย
1221,ชุมพร,หลังสวน,องค์การบริหารส่วนตำบล,แหลมทราย
1222,เชียงราย,เมืองเชียงราย,องค์การบริหารส่วนจังหวัด,เชียงราย
1223,เชียงราย,เมืองเชียงราย,เทศบาลนคร,เชียงราย
1224,เชียงราย,ขุนตาล,เทศบาลตำบล,บ้านต้า
1225,เชียงราย,ขุนตาล,เทศบาลตำบล,ป่าตาล
1226,เชียงราย,ขุนตาล,เทศบาลตำบล,ยางฮอม
1227,เชียงราย,เชียงของ,เทศบาลตำบล,ครึ่ง
1228,เชียงราย,เชียงของ,เทศบาลตำบล,บุญเรือง
1229,เชียงราย,เชียงของ,เทศบาลตำบล,เวียง
1230,เชียงราย,เชียงของ,เทศบาลตำบล,เวียงเชียงของ
1231,เชียงราย,เชียงของ,เทศบาลตำบล,ศรีดอนชัย
1232,เชียงราย,เชียงของ,เทศบาลตำบล,สถาน
1233,เชียงราย,เชียงของ,เทศบาลตำบล,ห้วยซ้อ
1234,เชียงราย,เชียงแสน,เทศบาลตำบล,บ้านแซว
1235,เชียงราย,เชียงแสน,เทศบาลตำบล,แม่เงิน
1236,เชียงราย,เชียงแสน,เทศบาลตำบล,โยนก
1237,เชียงราย,เชียงแสน,เทศบาลตำบล,เวียง
1238,เชียงราย,เชียงแสน,เทศบาลตำบล,เวียงเชียงแสน
1239,เชียงราย,เทิง,เทศบาลตำบล,งิ้ว
1240,เชียงราย,เทิง,เทศบาลตำบล,เชียงเคี่ยน
1241,เชียงราย,เทิง,เทศบาลตำบล,บ้านปล้อง
1242,เชียงราย,เทิง,เทศบาลตำบล,เวียงเทิง
1243,เชียงราย,เทิง,เทศบาลตำบล,สันทรายงาม
1244,เชียงราย,เทิง,เทศบาลตำบล,หงาว
1245,เชียงราย,ป่าแดด,เทศบาลตำบล,ป่าแงะ
1246,เชียงราย,ป่าแดด,เทศบาลตำบล,ป่าแดด
1247,เชียงราย,ป่าแดด,เทศบาลตำบล,โรงช้าง
1248,เชียงราย,ป่าแดด,เทศบาลตำบล,ศรีโพธิ์เงิน
1249,เชียงราย,ป่าแดด,เทศบาลตำบล,สันมะค่า
1250,เชียงราย,พญาเม็งราย,เทศบาลตำบล,พญาเม็งราย
1251,เชียงราย,พญาเม็งราย,เทศบาลตำบล,เม็งราย
1252,เชียงราย,พญาเม็งราย,เทศบาลตำบล,ไม้ยา
1253,เชียงราย,พาน,เทศบาลตำบล,เมืองพาน
1254,เชียงราย,พาน,เทศบาลตำบล,แม่อ้อ
1255,เชียงราย,พาน,เทศบาลตำบล,สันมะเค็ด
1256,เชียงราย,เมืองเชียงราย,เทศบาลตำบล,ดอยลาน
1257,เชียงราย,เมืองเชียงราย,เทศบาลตำบล,ดอยฮาง
1258,เชียงราย,เมืองเชียงราย,เทศบาลตำบล,ท่าสาย
1259,เชียงราย,เมืองเชียงราย,เทศบาลตำบล,ท่าสุด
1260,เชียงราย,เมืองเชียงราย,เทศบาลตำบล,นางแล
1261,เชียงราย,เมืองเชียงราย,เทศบาลตำบล,บ้านดู่
1262,เชียงราย,เมืองเชียงราย,เทศบาลตำบล,ป่าอ้อดอนชัย
1263,เชียงราย,เมืองเชียงราย,เทศบาลตำบล,แม่กรณ์
1264,เชียงราย,เมืองเชียงราย,เทศบาลตำบล,แม่ยาว
1265,เชียงราย,เมืองเชียงราย,เทศบาลตำบล,สันทราย
1266,เชียงราย,เมืองเชียงราย,เทศบาลตำบล,ห้วยสัก
1267,เชียงราย,แม่จัน,เทศบาลตำบล,จอมจันทร์
1268,เชียงราย,แม่จัน,เทศบาลตำบล,จันจว้า
1269,เชียงราย,แม่จัน,เทศบาลตำบล,ท่าข้าวเปลือก
1270,เชียงราย,แม่จัน,เทศบาลตำบล,ป่าซาง
1271,เชียงราย,แม่จัน,เทศบาลตำบล,แม่คำ
1272,เชียงราย,แม่จัน,เทศบาลตำบล,แม่จัน
1273,เชียงราย,แม่จัน,เทศบาลตำบล,แม่ไร่
1274,เชียงราย,แม่จัน,เทศบาลตำบล,สันทราย
1275,เชียงราย,แม่จัน,เทศบาลตำบล,สายน้ำคำ
1276,เชียงราย,แม่ลาว,เทศบาลตำบล,ดงมะดะ
1277,เชียงราย,แม่ลาว,เทศบาลตำบล,ป่าก่อดำ
1278,เชียงราย,แม่ลาว,เทศบาลตำบล,แม่ลาว
1279,เชียงราย,แม่สรวย,เทศบาลตำบล,เจดีย์หลวง
1280,เชียงราย,แม่สรวย,เทศบาลตำบล,แม่สรวย
1281,เชียงราย,แม่สรวย,เทศบาลตำบล,เวียงสรวย
1282,เชียงราย,แม่สาย,เทศบาลตำบล,แม่สาย
1283,เชียงราย,แม่สาย,เทศบาลตำบล,แม่สายมิตรภาพ
1284,เชียงราย,แม่สาย,เทศบาลตำบล,เวียงพางคำ
1285,เชียงราย,แม่สาย,เทศบาลตำบล,ห้วยไคร้
1286,เชียงราย,เวียงแก่น,เทศบาลตำบล,ท่าข้าม
1287,เชียงราย,เวียงแก่น,เทศบาลตำบล,ม่วงยาย
1288,เชียงราย,เวียงแก่น,เทศบาลตำบล,หล่ายงาว
1289,เชียงราย,เวียงชัย,เทศบาลตำบล,ดอนศิลา
1290,เชียงราย,เวียงชัย,เทศบาลตำบล,เมืองชุม
1291,เชียงราย,เวียงชัย,เทศบาลตำบล,เวียงชัย
1292,เชียงราย,เวียงชัย,เทศบาลตำบล,เวียงเหนือ
1293,เชียงราย,เวียงชัย,เทศบาลตำบล,สิริเวียงชัย
1294,เชียงราย,เวียงเชียงรุ้ง,เทศบาลตำบล,ดงมหาวัน
1295,เชียงราย,เวียงเชียงรุ้ง,เทศบาลตำบล,บ้านเหล่า
1296,เชียงราย,เวียงเชียงรุ้ง,เทศบาลตำบล,ป่าซาง
1297,เชียงราย,เวียงป่าเป้า,เทศบาลตำบล,ป่างิ้ว
1298,เชียงราย,เวียงป่าเป้า,เทศบาลตำบล,แม่ขะจาน
1299,เชียงราย,เวียงป่าเป้า,เทศบาลตำบล,เวียงกาหลง
1300,เชียงราย,เวียงป่าเป้า,เทศบาลตำบล,เวียงป่าเป้า
1301,เชียงราย,ขุนตาล,องค์การบริหารส่วนตำบล,ต้า
1302,เชียงราย,เชียงของ,องค์การบริหารส่วนตำบล,ริมโขง
1303,เชียงราย,เชียงแสน,องค์การบริหารส่วนตำบล,ป่าสัก
1304,เชียงราย,เชียงแสน,องค์การบริหารส่วนตำบล,ศรีดอนมูล
1305,เชียงราย,ดอยหลวง,องค์การบริหารส่วนตำบล,โชคชัย
1306,เชียงราย,ดอยหลวง,องค์การบริหารส่วนตำบล,ปงน้อย
1307,เชียงราย,ดอยหลวง,องค์การบริหารส่วนตำบล,หนองป่าก่อ
1308,เชียงราย,เทิง,องค์การบริหารส่วนตำบล,ตับเต่า
1309,เชียงราย,เทิง,องค์การบริหารส่วนตำบล,ปล้อง
1310,เชียงราย,เทิง,องค์การบริหารส่วนตำบล,แม่ลอย
1311,เชียงราย,เทิง,องค์การบริหารส่วนตำบล,เวียง
1312,เชียงราย,เทิง,องค์การบริหารส่วนตำบล,ศรีดอนไชย
1313,เชียงราย,เทิง,องค์การบริหารส่วนตำบล,หนองแรด
1314,เชียงราย,พญาเม็งราย,องค์การบริหารส่วนตำบล,ตาดควัน
1315,เชียงราย,พญาเม็งราย,องค์การบริหารส่วนตำบล,แม่ต๋ำ
1316,เชียงราย,พญาเม็งราย,องค์การบริหารส่วนตำบล,แม่เปา
1317,เชียงราย,พาน,องค์การบริหารส่วนตำบล,เจริญเมือง
1318,เชียงราย,พาน,องค์การบริหารส่วนตำบล,ดอยงาม
1319,เชียงราย,พาน,องค์การบริหารส่วนตำบล,ทรายขาว
1320,เชียงราย,พาน,องค์การบริหารส่วนตำบล,ทานตะวัน
1321,เชียงราย,พาน,องค์การบริหารส่วนตำบล,ธารทอง
1322,เชียงราย,พาน,องค์การบริหารส่วนตำบล,ป่าหุ่ง
1323,เชียงราย,พาน,องค์การบริหารส่วนตำบล,ม่วงคำ
1324,เชียงราย,พาน,องค์การบริหารส่วนตำบล,เมืองพาน
1325,เชียงราย,พาน,องค์การบริหารส่วนตำบล,แม่เย็น
1326,เชียงราย,พาน,องค์การบริหารส่วนตำบล,เวียงห้าว
1327,เชียงราย,พาน,องค์การบริหารส่วนตำบล,สันกลาง
1328,เชียงราย,พาน,องค์การบริหารส่วนตำบล,สันติสุข
1329,เชียงราย,พาน,องค์การบริหารส่วนตำบล,หัวง้ม
1330,เชียงราย,เมืองเชียงราย,องค์การบริหารส่วนตำบล,แม่ข้าวต้ม
1331,เชียงราย,เมืองเชียงราย,องค์การบริหารส่วนตำบล,รอบเวียง
1332,เชียงราย,เมืองเชียงราย,องค์การบริหารส่วนตำบล,ริมกก
1333,เชียงราย,เมืองเชียงราย,องค์การบริหารส่วนตำบล,ห้วยชมภู
1334,เชียงราย,แม่จัน,องค์การบริหารส่วนตำบล,จอมสวรรค์
1335,เชียงราย,แม่จัน,องค์การบริหารส่วนตำบล,ป่าตึง
1336,เชียงราย,แม่จัน,องค์การบริหารส่วนตำบล,แม่จัน
1337,เชียงราย,แม่จัน,องค์การบริหารส่วนตำบล,ศรีค้ำ
1338,เชียงราย,แม่ฟ้าหลวง,องค์การบริหารส่วนตำบล,เทอดไทย
1339,เชียงราย,แม่ฟ้าหลวง,องค์การบริหารส่วนตำบล,แม่ฟ้าหลวง
1340,เชียงราย,แม่ฟ้าหลวง,องค์การบริหารส่วนตำบล,แม่สลองนอก
1341,เชียงราย,แม่ฟ้าหลวง,องค์การบริหารส่วนตำบล,แม่สลองใน
1342,เชียงราย,แม่ลาว,องค์การบริหารส่วนตำบล,จอมหมอกแก้ว
1343,เชียงราย,แม่ลาว,องค์การบริหารส่วนตำบล,บัวสลี
1344,เชียงราย,แม่ลาว,องค์การบริหารส่วนตำบล,ป่าก่อดำ
1345,เชียงราย,แม่ลาว,องค์การบริหารส่วนตำบล,โป่งแพร่
1346,เชียงราย,แม่สรวย,องค์การบริหารส่วนตำบล,เจดีย์หลวง
1347,เชียงราย,แม่สรวย,องค์การบริหารส่วนตำบล,ท่าก๊อ
1348,เชียงราย,แม่สรวย,องค์การบริหารส่วนตำบล,ป่าแดด
1349,เชียงราย,แม่สรวย,องค์การบริหารส่วนตำบล,แม่พริก
1350,เชียงราย,แม่สรวย,องค์การบริหารส่วนตำบล,วาวี
1351,เชียงราย,แม่สรวย,องค์การบริหารส่วนตำบล,ศรีถ้อย
1352,เชียงราย,แม่สาย,องค์การบริหารส่วนตำบล,เกาะช้าง
1353,เชียงราย,แม่สาย,องค์การบริหารส่วนตำบล,บ้านด้าย
1354,เชียงราย,แม่สาย,องค์การบริหารส่วนตำบล,โป่งงาม
1355,เชียงราย,แม่สาย,องค์การบริหารส่วนตำบล,โป่งผา
1356,เชียงราย,แม่สาย,องค์การบริหารส่วนตำบล,ศรีเมืองชุม
1357,เชียงราย,แม่สาย,องค์การบริหารส่วนตำบล,ห้วยไคร้
1358,เชียงราย,เวียงแก่น,องค์การบริหารส่วนตำบล,ปอ
1359,เชียงราย,เวียงชัย,องค์การบริหารส่วนตำบล,ผางาม
1360,เชียงราย,เวียงเชียงรุ้ง,องค์การบริหารส่วนตำบล,ทุ่งก่อ
1361,เชียงราย,เวียงป่าเป้า,องค์การบริหารส่วนตำบล,บ้านโป่ง
1362,เชียงราย,เวียงป่าเป้า,องค์การบริหารส่วนตำบล,แม่เจดีย์
1363,เชียงราย,เวียงป่าเป้า,องค์การบริหารส่วนตำบล,แม่เจดีย์ใหม่
1364,เชียงราย,เวียงป่าเป้า,องค์การบริหารส่วนตำบล,เวียง
1365,เชียงราย,เวียงป่าเป้า,องค์การบริหารส่วนตำบล,สันสลี
1366,เชียงใหม่,เมืองเชียงใหม่,องค์การบริหารส่วนจังหวัด,เชียงใหม่
1367,เชียงใหม่,เมืองเชียงใหม่,เทศบาลนคร,เชียงใหม่
1368,เชียงใหม่,เมืองเชียงใหม่,เทศบาลเมือง,แม่เหียะ
1369,เชียงใหม่,เมืองเชียงใหม่,เทศบาลเมือง,สุเทพ
1370,เชียงใหม่,แม่แตง,เทศบาลเมือง,เมืองแกนพัฒนา
1371,เชียงใหม่,แม่ริม,เทศบาลเมือง,ดอนแก้ว
1372,เชียงใหม่,สันกำแพง,เทศบาลเมือง,ต้นเปา
1373,เชียงใหม่,สันทราย,เทศบาลเมือง,แม่โจ้
1374,เชียงใหม่,จอมทอง,เทศบาลตำบล,จอมทอง
1375,เชียงใหม่,จอมทอง,เทศบาลตำบล,ดอยแก้ว
1376,เชียงใหม่,จอมทอง,เทศบาลตำบล,บ้านแปะ
1377,เชียงใหม่,จอมทอง,เทศบาลตำบล,บ้านหลวง
1378,เชียงใหม่,จอมทอง,เทศบาลตำบล,แม่สอย
1379,เชียงใหม่,จอมทอง,เทศบาลตำบล,สบเตี๊ยะ
1380,เชียงใหม่,เชียงดาว,เทศบาลตำบล,เชียงดาว
1381,เชียงใหม่,เชียงดาว,เทศบาลตำบล,ทุ่งข้าวพวง
1382,เชียงใหม่,เชียงดาว,เทศบาลตำบล,ปิงโค้ง
1383,เชียงใหม่,เชียงดาว,เทศบาลตำบล,พระธาตุปู่ก่ำ
1384,เชียงใหม่,เชียงดาว,เทศบาลตำบล,เมืองงาย
1385,เชียงใหม่,เชียงดาว,เทศบาลตำบล,เมืองนะ
1386,เชียงใหม่,เชียงดาว,เทศบาลตำบล,แม่นะ
1387,เชียงใหม่,ไชยปราการ,เทศบาลตำบล,ไชยปราการ
1388,เชียงใหม่,ไชยปราการ,เทศบาลตำบล,ศรีดงเย็น
1389,เชียงใหม่,ไชยปราการ,เทศบาลตำบล,หนองบัว
1390,เชียงใหม่,ดอยเต่า,เทศบาลตำบล,ท่าเดื่อ-มืดกา
1391,เชียงใหม่,ดอยสะเก็ด,เทศบาลตำบล,เชิงดอย
1392,เชียงใหม่,ดอยสะเก็ด,เทศบาลตำบล,ดอยสะเก็ด
1393,เชียงใหม่,ดอยสะเก็ด,เทศบาลตำบล,ตลาดขวัญ
1394,เชียงใหม่,ดอยสะเก็ด,เทศบาลตำบล,ตลาดใหญ่
1395,เชียงใหม่,ดอยสะเก็ด,เทศบาลตำบล,ป่าป้อง
1396,เชียงใหม่,ดอยสะเก็ด,เทศบาลตำบล,ป่าเมี่ยง
1397,เชียงใหม่,ดอยสะเก็ด,เทศบาลตำบล,แม่คือ
1398,เชียงใหม่,ดอยสะเก็ด,เทศบาลตำบล,แม่โป่ง
1399,เชียงใหม่,ดอยสะเก็ด,เทศบาลตำบล,แม่ฮ้อยเงิน
1400,เชียงใหม่,ดอยสะเก็ด,เทศบาลตำบล,ลวงเหนือ
1401,เชียงใหม่,ดอยสะเก็ด,เทศบาลตำบล,สง่าบ้าน
1402,เชียงใหม่,ดอยสะเก็ด,เทศบาลตำบล,สันปูเลย
1403,เชียงใหม่,ดอยสะเก็ด,เทศบาลตำบล,สำราญราษฎร์
1404,เชียงใหม่,ดอยหล่อ,เทศบาลตำบล,ยางคราม
1405,เชียงใหม่,ดอยหล่อ,เทศบาลตำบล,สองแคว
1406,เชียงใหม่,ดอยหล่อ,เทศบาลตำบล,สันติสุข
1407,เชียงใหม่,ฝาง,เทศบาลตำบล,บ้านแม่ข่า
1408,เชียงใหม่,ฝาง,เทศบาลตำบล,แม่ข่า
1409,เชียงใหม่,ฝาง,เทศบาลตำบล,เวียงฝาง
1410,เชียงใหม่,ฝาง,เทศบาลตำบล,สันทราย
1411,เชียงใหม่,พร้าว,เทศบาลตำบล,เขื่อนผาก
1412,เชียงใหม่,พร้าว,เทศบาลตำบล,น้ำแพร่
1413,เชียงใหม่,พร้าว,เทศบาลตำบล,บ้านโป่ง
1414,เชียงใหม่,พร้าว,เทศบาลตำบล,ป่าตุ้ม
1415,เชียงใหม่,พร้าว,เทศบาลตำบล,ป่าไหน่
1416,เชียงใหม่,พร้าว,เทศบาลตำบล,แม่ปั๋ง
1417,เชียงใหม่,พร้าว,เทศบาลตำบล,เวียงพร้าว
1418,เชียงใหม่,เมืองเชียงใหม่,เทศบาลตำบล,ช้างเผือก
1419,เชียงใหม่,เมืองเชียงใหม่,เทศบาลตำบล,ท่าศาลา
1420,เชียงใหม่,เมืองเชียงใหม่,เทศบาลตำบล,ป่าแดด
1421,เชียงใหม่,เมืองเชียงใหม่,เทศบาลตำบล,ฟ้าฮ่าม
1422,เชียงใหม่,เมืองเชียงใหม่,เทศบาลตำบล,สันผีเสื้อ
1423,เชียงใหม่,เมืองเชียงใหม่,เทศบาลตำบล,หนองป่าครั่ง
1424,เชียงใหม่,เมืองเชียงใหม่,เทศบาลตำบล,หนองหอย
1425,เชียงใหม่,แม่แจ่ม,เทศบาลตำบล,ท่าผา
1426,เชียงใหม่,แม่แจ่ม,เทศบาลตำบล,แม่แจ่ม
1427,เชียงใหม่,แม่แตง,เทศบาลตำบล,จอมแจ้ง
1428,เชียงใหม่,แม่แตง,เทศบาลตำบล,บ้านเป้า
1429,เชียงใหม่,แม่แตง,เทศบาลตำบล,แม่แตง
1430,เชียงใหม่,แม่แตง,เทศบาลตำบล,แม่หอพระ
1431,เชียงใหม่,แม่แตง,เทศบาลตำบล,สันมหาพน
1432,เชียงใหม่,แม่แตง,เทศบาลตำบล,อินทขิล
1433,เชียงใหม่,แม่ริม,เทศบาลตำบล,ขี้เหล็ก
1434,เชียงใหม่,แม่ริม,เทศบาลตำบล,แม่ริม
1435,เชียงใหม่,แม่ริม,เทศบาลตำบล,แม่แรม
1436,เชียงใหม่,แม่ริม,เทศบาลตำบล,แม่สา
1437,เชียงใหม่,แม่ริม,เทศบาลตำบล,ริมเหนือ
1438,เชียงใหม่,แม่ริม,เทศบาลตำบล,สะลวง
1439,เชียงใหม่,แม่ริม,เทศบาลตำบล,สันโป่ง
1440,เชียงใหม่,แม่ริม,เทศบาลตำบล,เหมืองแก้ว
1441,เชียงใหม่,แม่วาง,เทศบาลตำบล,แม่วาง
1442,เชียงใหม่,แม่อาย,เทศบาลตำบล,ดอยลาง
1443,เชียงใหม่,แม่อาย,เทศบาลตำบล,แม่อาย
1444,เชียงใหม่,เวียงแหง,เทศบาลตำบล,แสนไห
1445,เชียงใหม่,สะเมิง,เทศบาลตำบล,แม่สาบ
1446,เชียงใหม่,สะเมิง,เทศบาลตำบล,สะเมิงใต้
1447,เชียงใหม่,สันกำแพง,เทศบาลตำบล,บวกค้าง
1448,เชียงใหม่,สันกำแพง,เทศบาลตำบล,แม่ปูคา
1449,เชียงใหม่,สันกำแพง,เทศบาลตำบล,ร้องวัวแดง
1450,เชียงใหม่,สันกำแพง,เทศบาลตำบล,สันกลาง
1451,เชียงใหม่,สันกำแพง,เทศบาลตำบล,สันกำแพง
1452,เชียงใหม่,สันกำแพง,เทศบาลตำบล,ห้วยทราย
1453,เชียงใหม่,สันกำแพง,เทศบาลตำบล,ออนใต้
1454,เชียงใหม่,สันทราย,เทศบาลตำบล,เจดีย์แม่ครัว
1455,เชียงใหม่,สันทราย,เทศบาลตำบล,ป่าไผ่
1456,เชียงใหม่,สันทราย,เทศบาลตำบล,เมืองเล็น
1457,เชียงใหม่,สันทราย,เทศบาลตำบล,แม่แฝก
1458,เชียงใหม่,สันทราย,เทศบาลตำบล,สันทรายหลวง
1459,เชียงใหม่,สันทราย,เทศบาลตำบล,สันนาเม็ง
1460,เชียงใหม่,สันทราย,เทศบาลตำบล,สันป่าเปา
1461,เชียงใหม่,สันทราย,เทศบาลตำบล,สันพระเนตร
1462,เชียงใหม่,สันทราย,เทศบาลตำบล,หนองจ๊อม
1463,เชียงใหม่,สันทราย,เทศบาลตำบล,หนองหาร
1464,เชียงใหม่,สันทราย,เทศบาลตำบล,หนองแหย่ง
1465,เชียงใหม่,สันป่าตอง,เทศบาลตำบล,ทุ่งต้อม
1466,เชียงใหม่,สันป่าตอง,เทศบาลตำบล,ทุ่งสะโตก
1467,เชียงใหม่,สันป่าตอง,เทศบาลตำบล,บ้านกลาง
1468,เชียงใหม่,สันป่าตอง,เทศบาลตำบล,บ้านแม
1469,เชียงใหม่,สันป่าตอง,เทศบาลตำบล,ยุหว่า
1470,เชียงใหม่,สันป่าตอง,เทศบาลตำบล,สันกลาง
1471,เชียงใหม่,สันป่าตอง,เทศบาลตำบล,สันป่าตอง
1472,เชียงใหม่,สารภี,เทศบาลตำบล,ขัวมุง
1473,เชียงใหม่,สารภี,เทศบาลตำบล,ชมภู
1474,เชียงใหม่,สารภี,เทศบาลตำบล,ไชยสถาน
1475,เชียงใหม่,สารภี,เทศบาลตำบล,ดอนแก้ว
